PROVRES;TIPPARTO;SEXO;IMEDAD;ITIEMGEST;IMINSTRUC;IPESONAC;CUENTA
02;1;1;3.20 a 24;6.37 a 41;2.Primaria/C. EGB Incompleta;7.3000 a 3499;7
02;1;1;3.20 a 24;6.37 a 41;2.Primaria/C. EGB Incompleta;8.De 3500 y más;7
02;1;1;3.20 a 24;6.37 a 41;3.Primaria/C. EGB Completa;5.2000 a 2499;3
02;1;1;3.20 a 24;6.37 a 41;3.Primaria/C. EGB Completa;6.2500 a 2999;19
02;1;1;3.20 a 24;6.37 a 41;4.Secundaria/Polimodal Incompleta;4.1500 a 1999;1
02;1;1;3.20 a 24;6.37 a 41;4.Secundaria/Polimodal Incompleta;5.2000 a 2499;5
02;1;1;3.20 a 24;6.37 a 41;6.Terciaria/Universitaria Incompleta;7.3000 a 3499;14
02;1;1;3.20 a 24;6.37 a 41;6.Terciaria/Universitaria Incompleta;8.De 3500 y más;17
02;1;1;3.20 a 24;6.37 a 41;7.Terciaria/Universitaria Completa;7.3000 a 3499;17
02;1;1;3.20 a 24;6.37 a 41;8.Sin especificar;5.2000 a 2499;4
02;1;1;4.25 a 29;3.24 a 27;8.Sin especificar;2.500 a 999;2
02;1;1;4.25 a 29;5.32 a 36;3.Primaria/C. EGB Completa;4.1500 a 1999;2
02;1;1;4.25 a 29;5.32 a 36;3.Primaria/C. EGB Completa;5.2000 a 2499;7
02;1;1;4.25 a 29;5.32 a 36;5.Secundaria/Polimodal Completa;7.3000 a 3499;4
02;1;1;4.25 a 29;5.32 a 36;5.Secundaria/Polimodal Completa;8.De 3500 y más;1
02;1;1;4.25 a 29;5.32 a 36;6.Terciaria/Universitaria Incompleta;6.2500 a 2999;2
02;1;1;4.25 a 29;6.37 a 41;2.Primaria/C. EGB Incompleta;7.3000 a 3499;9
02;1;1;4.25 a 29;6.37 a 41;3.Primaria/C. EGB Completa;6.2500 a 2999;31
02;1;1;4.25 a 29;6.37 a 41;3.Primaria/C. EGB Completa;8.De 3500 y más;90
02;1;1;4.25 a 29;6.37 a 41;4.Secundaria/Polimodal Incompleta;5.2000 a 2499;6
02;1;1;4.25 a 29;6.37 a 41;4.Secundaria/Polimodal Incompleta;6.2500 a 2999;25
02;1;1;4.25 a 29;6.37 a 41;5.Secundaria/Polimodal Completa;5.2000 a 2499;3
02;1;1;4.25 a 29;6.37 a 41;6.Terciaria/Universitaria Incompleta;7.3000 a 3499;43
02;1;1;4.25 a 29;6.37 a 41;8.Sin especificar;6.2500 a 2999;54
02;1;1;5.30 a 34;3.24 a 27;3.Primaria/C. EGB Completa;2.500 a 999;2
02;1;1;5.30 a 34;4.28 a 31;5.Secundaria/Polimodal Completa;3.1000 a 1499;1
02;1;1;5.30 a 34;4.28 a 31;6.Terciaria/Universitaria Incompleta;2.500 a 999;1
02;1;1;5.30 a 34;5.32 a 36;2.Primaria/C. EGB Incompleta;5.2000 a 2499;1
02;1;1;5.30 a 34;5.32 a 36;5.Secundaria/Polimodal Completa;6.2500 a 2999;18
02;1;1;5.30 a 34;5.32 a 36;6.Terciaria/Universitaria Incompleta;5.2000 a 2499;2
02;1;1;5.30 a 34;5.32 a 36;7.Terciaria/Universitaria Completa;6.2500 a 2999;14
02;1;1;5.30 a 34;5.32 a 36;8.Sin especificar;7.3000 a 3499;9
02;1;1;5.30 a 34;5.32 a 36;8.Sin especificar;8.De 3500 y más;1
02;1;1;5.30 a 34;6.37 a 41;5.Secundaria/Polimodal Completa;7.3000 a 3499;183
02;1;1;5.30 a 34;6.37 a 41;6.Terciaria/Universitaria Incompleta;6.2500 a 2999;12
02;1;1;5.30 a 34;6.37 a 41;7.Terciaria/Universitaria Completa;7.3000 a 3499;411
02;1;1;5.30 a 34;6.37 a 41;7.Terciaria/Universitaria Completa;8.De 3500 y más;422
02;1;1;5.30 a 34;6.37 a 41;8.Sin especificar;4.1500 a 1999;1
02;1;1;5.30 a 34;6.37 a 41;8.Sin especificar;5.2000 a 2499;9
02;1;1;6.35 a 39;2.22 a 23;7.Terciaria/Universitaria Completa;2.500 a 999;1
02;1;1;6.35 a 39;3.24 a 27;6.Terciaria/Universitaria Incompleta;2.500 a 999;1
02;1;1;6.35 a 39;3.24 a 27;7.Terciaria/Universitaria Completa;3.1000 a 1499;1
02;1;1;6.35 a 39;4.28 a 31;7.Terciaria/Universitaria Completa;2.500 a 999;1
02;1;1;6.35 a 39;4.28 a 31;8.Sin especificar;3.1000 a 1499;2
02;1;1;6.35 a 39;4.28 a 31;8.Sin especificar;4.1500 a 1999;1
02;1;1;6.35 a 39;5.32 a 36;5.Secundaria/Polimodal Completa;4.1500 a 1999;3
02;1;1;6.35 a 39;5.32 a 36;5.Secundaria/Polimodal Completa;5.2000 a 2499;5
02;1;1;6.35 a 39;5.32 a 36;7.Terciaria/Universitaria Completa;3.1000 a 1499;2
02;1;1;6.35 a 39;5.32 a 36;7.Terciaria/Universitaria Completa;4.1500 a 1999;21
02;1;1;6.35 a 39;5.32 a 36;7.Terciaria/Universitaria Completa;5.2000 a 2499;19
02;1;1;6.35 a 39;6.37 a 41;3.Primaria/C. EGB Completa;5.2000 a 2499;1
02;1;1;6.35 a 39;6.37 a 41;4.Secundaria/Polimodal Incompleta;7.3000 a 3499;44
02;1;1;6.35 a 39;6.37 a 41;5.Secundaria/Polimodal Completa;6.2500 a 2999;47
02;1;1;6.35 a 39;6.37 a 41;5.Secundaria/Polimodal Completa;8.De 3500 y más;131
02;1;1;7.40 a 44;4.28 a 31;7.Terciaria/Universitaria Completa;4.1500 a 1999;2
02;1;1;7.40 a 44;4.28 a 31;8.Sin especificar;3.1000 a 1499;2
02;1;1;7.40 a 44;5.32 a 36;3.Primaria/C. EGB Completa;8.De 3500 y más;1
02;1;1;7.40 a 44;5.32 a 36;5.Secundaria/Polimodal Completa;5.2000 a 2499;5
02;1;1;7.40 a 44;5.32 a 36;7.Terciaria/Universitaria Completa;3.1000 a 1499;2
02;1;1;7.40 a 44;5.32 a 36;8.Sin especificar;7.3000 a 3499;2
02;1;1;7.40 a 44;6.37 a 41;3.Primaria/C. EGB Completa;5.2000 a 2499;2
02;1;1;7.40 a 44;6.37 a 41;4.Secundaria/Polimodal Incompleta;5.2000 a 2499;4
02;1;1;7.40 a 44;6.37 a 41;5.Secundaria/Polimodal Completa;8.De 3500 y más;36
02;1;1;7.40 a 44;6.37 a 41;6.Terciaria/Universitaria Incompleta;6.2500 a 2999;4
02;1;1;7.40 a 44;6.37 a 41;7.Terciaria/Universitaria Completa;7.3000 a 3499;172
02;1;1;7.40 a 44;6.37 a 41;7.Terciaria/Universitaria Completa;8.De 3500 y más;171
02;1;1;7.40 a 44;6.37 a 41;8.Sin especificar;5.2000 a 2499;4
02;1;1;7.40 a 44;7.42 y más;4.Secundaria/Polimodal Incompleta;7.3000 a 3499;1
02;1;1;8.De 45 y más;4.28 a 31;8.Sin especificar;2.500 a 999;1
02;1;1;8.De 45 y más;5.32 a 36;7.Terciaria/Universitaria Completa;7.3000 a 3499;1
02;1;1;8.De 45 y más;5.32 a 36;8.Sin especificar;5.2000 a 2499;1
02;1;1;8.De 45 y más;6.37 a 41;3.Primaria/C. EGB Completa;6.2500 a 2999;2
02;1;1;8.De 45 y más;6.37 a 41;6.Terciaria/Universitaria Incompleta;7.3000 a 3499;1
02;1;1;8.De 45 y más;6.37 a 41;7.Terciaria/Universitaria Completa;5.2000 a 2499;3
02;1;1;8.De 45 y más;6.37 a 41;8.Sin especificar;6.2500 a 2999;15
02;1;2;1.Menor de 15;6.37 a 41;4.Secundaria/Polimodal Incompleta;6.2500 a 2999;1
02;1;2;2.15 a 19;6.37 a 41;4.Secundaria/Polimodal Incompleta;5.2000 a 2499;3
02;1;2;2.15 a 19;6.37 a 41;5.Secundaria/Polimodal Completa;7.3000 a 3499;18
02;1;2;2.15 a 19;6.37 a 41;5.Secundaria/Polimodal Completa;8.De 3500 y más;8
02;1;2;2.15 a 19;6.37 a 41;6.Terciaria/Universitaria Incompleta;8.De 3500 y más;1
02;1;2;2.15 a 19;6.37 a 41;8.Sin especificar;5.2000 a 2499;1
02;1;2;3.20 a 24;3.24 a 27;5.Secundaria/Polimodal Completa;2.500 a 999;2
02;1;2;3.20 a 24;3.24 a 27;7.Terciaria/Universitaria Completa;1.Menor de 500;1
02;1;2;3.20 a 24;5.32 a 36;4.Secundaria/Polimodal Incompleta;4.1500 a 1999;1
02;1;2;3.20 a 24;5.32 a 36;6.Terciaria/Universitaria Incompleta;8.De 3500 y más;1
02;1;2;3.20 a 24;5.32 a 36;8.Sin especificar;3.1000 a 1499;1
02;1;2;3.20 a 24;5.32 a 36;8.Sin especificar;5.2000 a 2499;3
02;1;2;3.20 a 24;6.37 a 41;3.Primaria/C. EGB Completa;7.3000 a 3499;62
02;1;2;3.20 a 24;6.37 a 41;3.Primaria/C. EGB Completa;8.De 3500 y más;47
02;1;2;3.20 a 24;6.37 a 41;4.Secundaria/Polimodal Incompleta;6.2500 a 2999;39
02;1;2;3.20 a 24;6.37 a 41;4.Secundaria/Polimodal Incompleta;8.De 3500 y más;57
02;1;2;3.20 a 24;6.37 a 41;5.Secundaria/Polimodal Completa;4.1500 a 1999;1
02;1;2;3.20 a 24;6.37 a 41;5.Secundaria/Polimodal Completa;5.2000 a 2499;12
02;1;2;3.20 a 24;6.37 a 41;8.Sin especificar;8.De 3500 y más;59
02;1;2;4.25 a 29;2.22 a 23;5.Secundaria/Polimodal Completa;1.Menor de 500;1
02;1;2;4.25 a 29;3.24 a 27;6.Terciaria/Universitaria Incompleta;2.500 a 999;2
02;1;2;4.25 a 29;3.24 a 27;8.Sin especificar;3.1000 a 1499;1
02;1;2;4.25 a 29;4.28 a 31;3.Primaria/C. EGB Completa;3.1000 a 1499;1
02;1;2;4.25 a 29;4.28 a 31;8.Sin especificar;3.1000 a 1499;1
02;1;2;4.25 a 29;5.32 a 36;3.Primaria/C. EGB Completa;6.2500 a 2999;6
02;1;2;4.25 a 29;5.32 a 36;7.Terciaria/Universitaria Completa;4.1500 a 1999;1
02;1;2;4.25 a 29;5.32 a 36;7.Terciaria/Universitaria Completa;5.2000 a 2499;7
02;1;2;4.25 a 29;5.32 a 36;8.Sin especificar;6.2500 a 2999;11
02;1;2;4.25 a 29;6.37 a 41;3.Primaria/C. EGB Completa;7.3000 a 3499;82
02;1;2;4.25 a 29;6.37 a 41;4.Secundaria/Polimodal Incompleta;7.3000 a 3499;77
02;1;2;4.25 a 29;6.37 a 41;4.Secundaria/Polimodal Incompleta;8.De 3500 y más;65
02;1;2;4.25 a 29;6.37 a 41;5.Secundaria/Polimodal Completa;6.2500 a 2999;71
02;1;2;4.25 a 29;6.37 a 41;7.Terciaria/Universitaria Completa;6.2500 a 2999;52
02;1;2;4.25 a 29;6.37 a 41;8.Sin especificar;7.3000 a 3499;227
02;1;2;5.30 a 34;3.24 a 27;7.Terciaria/Universitaria Completa;2.500 a 999;1
02;1;2;5.30 a 34;4.28 a 31;4.Secundaria/Polimodal Incompleta;2.500 a 999;1
02;1;2;5.30 a 34;4.28 a 31;8.Sin especificar;2.500 a 999;2
02;1;2;5.30 a 34;5.32 a 36;3.Primaria/C. EGB Completa;4.1500 a 1999;3
02;1;2;5.30 a 34;5.32 a 36;3.Primaria/C. EGB Completa;5.2000 a 2499;5
02;1;2;5.30 a 34;5.32 a 36;4.Secundaria/Polimodal Incompleta;4.1500 a 1999;3
02;1;2;5.30 a 34;5.32 a 36;4.Secundaria/Polimodal Incompleta;5.2000 a 2499;7
02;1;2;5.30 a 34;5.32 a 36;5.Secundaria/Polimodal Completa;7.3000 a 3499;3
02;1;2;5.30 a 34;5.32 a 36;6.Terciaria/Universitaria Incompleta;6.2500 a 2999;1
02;1;2;5.30 a 34;5.32 a 36;7.Terciaria/Universitaria Completa;7.3000 a 3499;2
02;1;2;5.30 a 34;5.32 a 36;8.Sin especificar;4.1500 a 1999;6
02;1;2;5.30 a 34;5.32 a 36;8.Sin especificar;5.2000 a 2499;22
02;1;2;5.30 a 34;6.37 a 41;1.Sin instrucción;6.2500 a 2999;1
02;1;2;5.30 a 34;6.37 a 41;2.Primaria/C. EGB Incompleta;7.3000 a 3499;10
02;1;2;5.30 a 34;6.37 a 41;2.Primaria/C. EGB Incompleta;8.De 3500 y más;11
02;1;2;5.30 a 34;6.37 a 41;3.Primaria/C. EGB Completa;6.2500 a 2999;27
02;1;2;5.30 a 34;6.37 a 41;3.Primaria/C. EGB Completa;8.De 3500 y más;69
02;1;2;5.30 a 34;6.37 a 41;4.Secundaria/Polimodal Incompleta;6.2500 a 2999;34
02;1;2;5.30 a 34;6.37 a 41;5.Secundaria/Polimodal Completa;5.2000 a 2499;11
02;1;2;5.30 a 34;6.37 a 41;6.Terciaria/Universitaria Incompleta;7.3000 a 3499;44
02;1;2;5.30 a 34;6.37 a 41;6.Terciaria/Universitaria Incompleta;8.De 3500 y más;37
02;1;2;5.30 a 34;6.37 a 41;7.Terciaria/Universitaria Completa;5.2000 a 2499;25
02;1;2;5.30 a 34;6.37 a 41;8.Sin especificar;6.2500 a 2999;158
02;1;2;5.30 a 34;6.37 a 41;8.Sin especificar;8.De 3500 y más;216
02;1;2;6.35 a 39;3.24 a 27;8.Sin especificar;2.500 a 999;1
02;1;2;6.35 a 39;4.28 a 31;5.Secundaria/Polimodal Completa;3.1000 a 1499;2
02;1;2;6.35 a 39;4.28 a 31;7.Terciaria/Universitaria Completa;3.1000 a 1499;3
02;1;2;6.35 a 39;4.28 a 31;8.Sin especificar;2.500 a 999;3
02;1;2;6.35 a 39;5.32 a 36;6.Terciaria/Universitaria Incompleta;5.2000 a 2499;1
02;1;2;6.35 a 39;5.32 a 36;6.Terciaria/Universitaria Incompleta;6.2500 a 2999;2
02;1;2;6.35 a 39;5.32 a 36;7.Terciaria/Universitaria Completa;6.2500 a 2999;19
02;1;2;6.35 a 39;5.32 a 36;7.Terciaria/Universitaria Completa;8.De 3500 y más;3
02;1;2;6.35 a 39;5.32 a 36;8.Sin especificar;5.2000 a 2499;17
02;1;2;6.35 a 39;6.37 a 41;2.Primaria/C. EGB Incompleta;8.De 3500 y más;6
02;1;2;6.35 a 39;6.37 a 41;5.Secundaria/Polimodal Completa;7.3000 a 3499;153
02;1;2;6.35 a 39;6.37 a 41;8.Sin especificar;6.2500 a 2999;197
02;1;2;6.35 a 39;7.42 y más;7.Terciaria/Universitaria Completa;7.3000 a 3499;1
02;1;2;7.40 a 44;3.24 a 27;8.Sin especificar;2.500 a 999;1
02;1;2;7.40 a 44;4.28 a 31;6.Terciaria/Universitaria Incompleta;3.1000 a 1499;1
02;1;2;7.40 a 44;5.32 a 36;6.Terciaria/Universitaria Incompleta;6.2500 a 2999;1
02;1;2;7.40 a 44;5.32 a 36;7.Terciaria/Universitaria Completa;6.2500 a 2999;9
02;1;2;7.40 a 44;5.32 a 36;7.Terciaria/Universitaria Completa;8.De 3500 y más;1
02;1;2;7.40 a 44;5.32 a 36;8.Sin especificar;5.2000 a 2499;11
02;1;2;7.40 a 44;6.37 a 41;2.Primaria/C. EGB Incompleta;7.3000 a 3499;3
02;1;2;7.40 a 44;6.37 a 41;3.Primaria/C. EGB Completa;6.2500 a 2999;5
02;1;2;7.40 a 44;6.37 a 41;5.Secundaria/Polimodal Completa;5.2000 a 2499;2
02;1;2;7.40 a 44;6.37 a 41;6.Terciaria/Universitaria Incompleta;7.3000 a 3499;13
02;1;2;7.40 a 44;6.37 a 41;8.Sin especificar;6.2500 a 2999;66
02;1;2;8.De 45 y más;4.28 a 31;3.Primaria/C. EGB Completa;4.1500 a 1999;1
02;1;2;8.De 45 y más;4.28 a 31;8.Sin especificar;3.1000 a 1499;1
02;1;2;8.De 45 y más;5.32 a 36;5.Secundaria/Polimodal Completa;4.1500 a 1999;1
02;1;2;8.De 45 y más;5.32 a 36;8.Sin especificar;6.2500 a 2999;2
02;1;2;8.De 45 y más;6.37 a 41;3.Primaria/C. EGB Completa;7.3000 a 3499;3
02;1;2;8.De 45 y más;6.37 a 41;4.Secundaria/Polimodal Incompleta;6.2500 a 2999;3
02;1;2;8.De 45 y más;6.37 a 41;4.Secundaria/Polimodal Incompleta;8.De 3500 y más;1
02;1;2;8.De 45 y más;6.37 a 41;5.Secundaria/Polimodal Completa;6.2500 a 2999;3
02;1;2;8.De 45 y más;6.37 a 41;7.Terciaria/Universitaria Completa;6.2500 a 2999;29
02;1;2;8.De 45 y más;6.37 a 41;8.Sin especificar;7.3000 a 3499;26
02;1;2;8.De 45 y más;6.37 a 41;8.Sin especificar;8.De 3500 y más;6
02;2;1;3.20 a 24;5.32 a 36;4.Secundaria/Polimodal Incompleta;4.1500 a 1999;2
02;2;1;4.25 a 29;3.24 a 27;4.Secundaria/Polimodal Incompleta;3.1000 a 1499;2
02;2;1;4.25 a 29;5.32 a 36;7.Terciaria/Universitaria Completa;5.2000 a 2499;2
02;2;1;4.25 a 29;5.32 a 36;8.Sin especificar;6.2500 a 2999;3
02;2;1;4.25 a 29;6.37 a 41;4.Secundaria/Polimodal Incompleta;7.3000 a 3499;1
02;2;1;4.25 a 29;6.37 a 41;5.Secundaria/Polimodal Completa;6.2500 a 2999;1
02;2;1;4.25 a 29;6.37 a 41;8.Sin especificar;7.3000 a 3499;1
02;2;1;5.30 a 34;5.32 a 36;4.Secundaria/Polimodal Incompleta;4.1500 a 1999;1
02;2;1;5.30 a 34;5.32 a 36;4.Secundaria/Polimodal Incompleta;5.2000 a 2499;2
02;2;1;5.30 a 34;5.32 a 36;8.Sin especificar;4.1500 a 1999;1
02;2;1;5.30 a 34;5.32 a 36;8.Sin especificar;5.2000 a 2499;6
02;2;1;5.30 a 34;6.37 a 41;7.Terciaria/Universitaria Completa;5.2000 a 2499;1
02;2;1;5.30 a 34;6.37 a 41;8.Sin especificar;6.2500 a 2999;3
02;2;1;6.35 a 39;5.32 a 36;6.Terciaria/Universitaria Incompleta;6.2500 a 2999;1
02;2;1;6.35 a 39;5.32 a 36;7.Terciaria/Universitaria Completa;6.2500 a 2999;2
02;2;1;6.35 a 39;5.32 a 36;8.Sin especificar;5.2000 a 2499;7
02;2;1;6.35 a 39;6.37 a 41;5.Secundaria/Polimodal Completa;7.3000 a 3499;1
02;2;1;6.35 a 39;6.37 a 41;8.Sin especificar;6.2500 a 2999;5
02;2;1;7.40 a 44;4.28 a 31;5.Secundaria/Polimodal Completa;3.1000 a 1499;1
02;2;1;7.40 a 44;5.32 a 36;6.Terciaria/Universitaria Incompleta;6.2500 a 2999;1
02;2;1;7.40 a 44;5.32 a 36;8.Sin especificar;5.2000 a 2499;1
02;2;1;7.40 a 44;6.37 a 41;3.Primaria/C. EGB Completa;6.2500 a 2999;1
02;2;1;7.40 a 44;6.37 a 41;8.Sin especificar;6.2500 a 2999;1
02;2;1;8.De 45 y más;4.28 a 31;7.Terciaria/Universitaria Completa;1.Menor de 500;1
02;2;1;8.De 45 y más;4.28 a 31;8.Sin especificar;3.1000 a 1499;1
02;2;1;8.De 45 y más;4.28 a 31;8.Sin especificar;4.1500 a 1999;1
02;2;1;8.De 45 y más;5.32 a 36;6.Terciaria/Universitaria Incompleta;7.3000 a 3499;1
02;2;1;8.De 45 y más;5.32 a 36;8.Sin especificar;6.2500 a 2999;1
02;2;1;8.De 45 y más;6.37 a 41;7.Terciaria/Universitaria Completa;6.2500 a 2999;1
02;2;2;3.20 a 24;5.32 a 36;5.Secundaria/Polimodal Completa;5.2000 a 2499;1
02;2;2;4.25 a 29;5.32 a 36;2.Primaria/C. EGB Incompleta;4.1500 a 1999;1
02;2;2;4.25 a 29;5.32 a 36;5.Secundaria/Polimodal Completa;6.2500 a 2999;2
02;2;2;4.25 a 29;5.32 a 36;6.Terciaria/Universitaria Incompleta;5.2000 a 2499;2
02;2;2;4.25 a 29;6.37 a 41;7.Terciaria/Universitaria Completa;7.3000 a 3499;1
02;2;2;5.30 a 34;4.28 a 31;3.Primaria/C. EGB Completa;3.1000 a 1499;1
02;2;2;5.30 a 34;4.28 a 31;3.Primaria/C. EGB Completa;4.1500 a 1999;1
02;2;2;5.30 a 34;4.28 a 31;8.Sin especificar;3.1000 a 1499;1
02;2;2;5.30 a 34;4.28 a 31;8.Sin especificar;4.1500 a 1999;1
02;2;2;5.30 a 34;5.32 a 36;5.Secundaria/Polimodal Completa;4.1500 a 1999;3
02;2;2;5.30 a 34;5.32 a 36;5.Secundaria/Polimodal Completa;5.2000 a 2499;3
02;2;2;5.30 a 34;5.32 a 36;7.Terciaria/Universitaria Completa;3.1000 a 1499;1
02;2;2;5.30 a 34;5.32 a 36;7.Terciaria/Universitaria Completa;4.1500 a 1999;4
02;2;2;5.30 a 34;5.32 a 36;7.Terciaria/Universitaria Completa;5.2000 a 2499;10
02;2;2;5.30 a 34;5.32 a 36;8.Sin especificar;6.2500 a 2999;3
02;2;2;5.30 a 34;6.37 a 41;7.Terciaria/Universitaria Completa;6.2500 a 2999;10
02;2;2;5.30 a 34;6.37 a 41;8.Sin especificar;7.3000 a 3499;3
02;2;2;6.35 a 39;3.24 a 27;5.Secundaria/Polimodal Completa;2.500 a 999;1
02;2;2;6.35 a 39;5.32 a 36;8.Sin especificar;4.1500 a 1999;2
02;2;2;6.35 a 39;6.37 a 41;7.Terciaria/Universitaria Completa;5.2000 a 2499;3
02;2;2;7.40 a 44;5.32 a 36;7.Terciaria/Universitaria Completa;4.1500 a 1999;2
02;2;2;7.40 a 44;5.32 a 36;7.Terciaria/Universitaria Completa;5.2000 a 2499;4
02;2;2;7.40 a 44;6.37 a 41;8.Sin especificar;7.3000 a 3499;1
02;2;2;8.De 45 y más;5.32 a 36;7.Terciaria/Universitaria Completa;6.2500 a 2999;2
02;2;2;8.De 45 y más;6.37 a 41;7.Terciaria/Universitaria Completa;7.3000 a 3499;1
02;9;1;1.Menor de 15;8.Sin especificar;8.Sin especificar;9.Sin especificar;1
02;9;1;2.15 a 19;5.32 a 36;8.Sin especificar;6.2500 a 2999;1
02;9;1;3.20 a 24;5.32 a 36;8.Sin especificar;4.1500 a 1999;3
02;9;1;3.20 a 24;5.32 a 36;8.Sin especificar;5.2000 a 2499;1
02;9;1;3.20 a 24;6.37 a 41;8.Sin especificar;6.2500 a 2999;6
02;9;1;3.20 a 24;8.Sin especificar;8.Sin especificar;9.Sin especificar;5
02;9;1;4.25 a 29;5.32 a 36;8.Sin especificar;3.1000 a 1499;1
02;9;1;4.25 a 29;5.32 a 36;8.Sin especificar;4.1500 a 1999;1
02;9;1;4.25 a 29;5.32 a 36;8.Sin especificar;5.2000 a 2499;3
02;9;1;4.25 a 29;6.37 a 41;8.Sin especificar;6.2500 a 2999;11
02;9;1;4.25 a 29;6.37 a 41;8.Sin especificar;8.De 3500 y más;22
02;9;1;5.30 a 34;8.Sin especificar;8.Sin especificar;9.Sin especificar;1
02;9;1;6.35 a 39;6.37 a 41;7.Terciaria/Universitaria Completa;8.De 3500 y más;1
02;9;1;6.35 a 39;6.37 a 41;8.Sin especificar;5.2000 a 2499;4
02;9;1;7.40 a 44;3.24 a 27;8.Sin especificar;1.Menor de 500;1
02;9;1;7.40 a 44;6.37 a 41;8.Sin especificar;5.2000 a 2499;1
02;9;1;7.40 a 44;6.37 a 41;8.Sin especificar;6.2500 a 2999;9
02;9;1;8.De 45 y más;5.32 a 36;8.Sin especificar;5.2000 a 2499;3
02;9;1;9.Sin especificar;6.37 a 41;8.Sin especificar;8.De 3500 y más;7
02;9;2;2.15 a 19;4.28 a 31;8.Sin especificar;2.500 a 999;1
02;9;2;2.15 a 19;6.37 a 41;8.Sin especificar;6.2500 a 2999;1
02;9;2;3.20 a 24;6.37 a 41;8.Sin especificar;7.3000 a 3499;8
02;9;2;3.20 a 24;6.37 a 41;8.Sin especificar;8.De 3500 y más;19
02;9;2;4.25 a 29;4.28 a 31;8.Sin especificar;3.1000 a 1499;1
02;9;2;4.25 a 29;6.37 a 41;8.Sin especificar;7.3000 a 3499;29
02;9;2;5.30 a 34;5.32 a 36;8.Sin especificar;4.1500 a 1999;1
02;9;2;5.30 a 34;5.32 a 36;8.Sin especificar;5.2000 a 2499;6
02;9;2;5.30 a 34;6.37 a 41;8.Sin especificar;8.De 3500 y más;29
02;9;2;6.35 a 39;5.32 a 36;8.Sin especificar;5.2000 a 2499;2
02;9;2;6.35 a 39;8.Sin especificar;8.Sin especificar;9.Sin especificar;7
02;9;2;7.40 a 44;4.28 a 31;8.Sin especificar;5.2000 a 2499;1
02;9;2;7.40 a 44;6.37 a 41;8.Sin especificar;7.3000 a 3499;18
02;9;2;7.40 a 44;6.37 a 41;8.Sin especificar;8.De 3500 y más;10
02;1;1;2.15 a 19;5.32 a 36;4.Secundaria/Polimodal Incompleta;4.1500 a 1999;2
02;1;1;2.15 a 19;6.37 a 41;2.Primaria/C. EGB Incompleta;6.2500 a 2999;1
02;1;1;2.15 a 19;6.37 a 41;4.Secundaria/Polimodal Incompleta;7.3000 a 3499;33
02;1;1;2.15 a 19;6.37 a 41;5.Secundaria/Polimodal Completa;7.3000 a 3499;21
02;1;1;2.15 a 19;6.37 a 41;5.Secundaria/Polimodal Completa;8.De 3500 y más;15
02;1;1;2.15 a 19;6.37 a 41;8.Sin especificar;4.1500 a 1999;1
02;1;1;3.20 a 24;3.24 a 27;5.Secundaria/Polimodal Completa;2.500 a 999;1
02;1;1;3.20 a 24;4.28 a 31;4.Secundaria/Polimodal Incompleta;3.1000 a 1499;1
02;1;1;3.20 a 24;5.32 a 36;1.Sin instrucción;5.2000 a 2499;1
02;1;1;3.20 a 24;5.32 a 36;3.Primaria/C. EGB Completa;5.2000 a 2499;4
