PROVRES;TIPPARTO;SEXO;IMEDAD;ITIEMGEST;IMINSTRUC;IPESONAC;CUENTA
38;1;2;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
66;1;1;7.40 a 44;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;5
70;1;1;3.20 a 24;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
54;2;2;2.15 a 19;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
06;1;9;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
06;1;2;9.Sin especificar;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;190
66;1;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1106
66;1;1;5.30 a 34;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;5
18;2;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;3
22;1;1;7.40 a 44;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
06;1;1;7.40 a 44;4.28 a 31;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
50;9;2;9.Sin especificar;8.Sin especificar;4.Sin especificar;3.Sin especificar;2
54;1;2;3.20 a 24;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;3
10;1;2;7.40 a 44;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
74;1;2;4.25 a 29;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
38;1;2;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;33
70;1;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
06;1;2;1.Menor de 15;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;1
46;1;2;6.35 a 39;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
90;1;1;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;255
34;2;1;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
10;1;2;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;20
62;1;1;8.De 45 y más;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;8
22;2;2;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
94;1;2;2.15 a 19;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;21
38;1;1;2.15 a 19;3.24 a 27;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
70;2;1;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
78;1;1;5.30 a 34;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
34;1;1;6.35 a 39;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;41
82;2;2;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
66;1;2;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;422
02;9;2;4.25 a 29;5.32 a 36;4.Sin especificar;2.2500 gramos y más;2
02;2;1;6.35 a 39;6.37 a 41;4.Sin especificar;2.2500 gramos y más;4
18;1;2;3.20 a 24;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
30;1;1;7.40 a 44;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
06;2;2;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;5
66;2;2;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
06;1;9;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
86;1;1;2.15 a 19;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
58;1;1;4.25 a 29;6.37 a 41;4.Sin especificar;2.2500 gramos y más;6
58;1;2;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
58;1;1;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
90;1;1;1.Menor de 15;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
54;1;1;6.35 a 39;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
06;2;2;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
42;2;1;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
06;2;2;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;22
06;1;1;9.Sin especificar;8.Sin especificar;1.Hasta Primaria/C.EGB Completa;3.Sin especificar;15
06;9;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
14;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;42
62;1;1;8.De 45 y más;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
06;1;2;8.De 45 y más;6.37 a 41;4.Sin especificar;1.Menos de 2500 gramos;2
18;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
30;1;1;3.20 a 24;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;8
18;1;2;7.40 a 44;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
62;1;2;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
54;1;2;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;9
22;1;2;6.35 a 39;6.37 a 41;2.Secundaria/Polimodal Incompleta;3.Sin especificar;1
10;1;1;6.35 a 39;6.37 a 41;2.Secundaria/Polimodal Incompleta;3.Sin especificar;1
14;1;2;6.35 a 39;3.24 a 27;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
66;1;2;3.20 a 24;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
14;1;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;682
62;1;2;7.40 a 44;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
74;1;2;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;7
02;2;2;6.35 a 39;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;1
10;1;2;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;7
06;2;2;7.40 a 44;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
38;2;2;4.25 a 29;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
90;1;1;3.20 a 24;4.28 a 31;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
74;1;2;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;5
18;1;2;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;103
22;1;2;4.25 a 29;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;13
06;1;1;9.Sin especificar;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;3
26;1;2;3.20 a 24;6.37 a 41;4.Sin especificar;2.2500 gramos y más;83
38;1;2;1.Menor de 15;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
18;1;2;5.30 a 34;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
34;1;2;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;266
74;1;1;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;194
70;2;2;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
82;1;2;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1399
86;1;1;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;6
06;1;1;1.Menor de 15;5.32 a 36;4.Sin especificar;3.Sin especificar;2
50;1;1;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;22
26;2;1;5.30 a 34;6.37 a 41;4.Sin especificar;2.2500 gramos y más;2
22;2;2;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;3
62;1;1;3.20 a 24;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;6
10;1;1;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;204
18;2;1;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
06;9;1;3.20 a 24;6.37 a 41;4.Sin especificar;1.Menos de 2500 gramos;1
82;1;2;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;18
14;2;1;5.30 a 34;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
06;1;2;7.40 a 44;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
06;1;1;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;48
90;1;2;3.20 a 24;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;69
06;1;2;8.De 45 y más;4.28 a 31;1.Hasta Primaria/C.EGB Completa;3.Sin especificar;1
50;2;2;4.25 a 29;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
54;1;1;4.25 a 29;5.32 a 36;4.Sin especificar;2.2500 gramos y más;8
42;1;2;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;10
66;1;2;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;5
90;1;2;1.Menor de 15;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
22;2;1;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;5
66;2;1;8.De 45 y más;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
70;1;1;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;96
06;2;2;9.Sin especificar;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;4
62;1;1;2.15 a 19;5.32 a 36;4.Sin especificar;2.2500 gramos y más;3
02;1;2;5.30 a 34;6.37 a 41;4.Sin especificar;2.2500 gramos y más;219
26;1;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
86;1;1;7.40 a 44;6.37 a 41;4.Sin especificar;2.2500 gramos y más;3
30;1;2;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
62;2;1;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
38;1;2;7.40 a 44;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
10;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;3.Sin especificar;2
38;1;1;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;5
66;1;1;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;12
02;1;1;8.De 45 y más;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
06;1;2;3.20 a 24;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;51
98;1;2;9.Sin especificar;6.37 a 41;4.Sin especificar;2.2500 gramos y más;1
38;1;1;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;21
99;1;1;9.Sin especificar;8.Sin especificar;4.Sin especificar;3.Sin especificar;198
62;1;1;2.15 a 19;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
94;1;1;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;203
10;1;1;7.40 a 44;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
02;1;2;2.15 a 19;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;1
86;1;2;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
34;1;1;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;22
14;1;2;6.35 a 39;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
10;1;1;4.25 a 29;8.Sin especificar;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
66;1;2;5.30 a 34;5.32 a 36;4.Sin especificar;2.2500 gramos y más;1
54;2;1;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;6
38;1;1;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;74
06;1;1;4.25 a 29;3.24 a 27;3.Secundario/Polimodal Completa y más;3.Sin especificar;2
26;1;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
90;1;1;3.20 a 24;6.37 a 41;4.Sin especificar;2.2500 gramos y más;8
18;2;2;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;2
82;2;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;6
66;2;1;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
70;1;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;8
06;2;1;3.20 a 24;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;54
50;1;1;5.30 a 34;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
18;1;2;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;6
99;1;1;2.15 a 19;8.Sin especificar;1.Hasta Primaria/C.EGB Completa;3.Sin especificar;1
26;1;1;5.30 a 34;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
86;1;2;3.20 a 24;7.42 y más;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;3
94;1;1;5.30 a 34;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
54;1;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;551
86;1;1;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;227
82;2;2;6.35 a 39;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;4
74;1;1;4.25 a 29;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;6
06;2;2;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;5
90;2;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;11
74;1;1;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
86;1;1;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;7
30;1;1;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;3
82;1;1;7.40 a 44;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;9
62;1;1;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;5
90;2;2;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
66;2;2;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
66;1;1;3.20 a 24;8.Sin especificar;4.Sin especificar;2.2500 gramos y más;4
90;2;2;4.25 a 29;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
46;1;2;4.25 a 29;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
82;1;2;2.15 a 19;5.32 a 36;4.Sin especificar;2.2500 gramos y más;1
74;1;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;33
82;1;1;5.30 a 34;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;40
14;2;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;3
62;1;1;2.15 a 19;8.Sin especificar;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
22;9;2;4.25 a 29;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;4
50;1;1;8.De 45 y más;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
58;1;1;3.20 a 24;5.32 a 36;4.Sin especificar;2.2500 gramos y más;3
90;1;1;3.20 a 24;3.24 a 27;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
54;1;2;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;16
74;1;1;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;7
38;1;1;7.40 a 44;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
82;1;1;4.25 a 29;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;12
54;1;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;26
02;1;2;5.30 a 34;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
06;1;2;6.35 a 39;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;10
10;1;1;4.25 a 29;7.42 y más;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
82;2;1;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;17
82;2;2;6.35 a 39;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
62;1;1;2.15 a 19;8.Sin especificar;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
90;2;2;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
58;1;1;3.20 a 24;4.28 a 31;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
14;1;2;6.35 a 39;4.28 a 31;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;14
06;1;1;4.25 a 29;8.Sin especificar;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;15
94;1;2;2.15 a 19;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;2
06;2;1;4.25 a 29;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;6
62;1;1;1.Menor de 15;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
30;1;1;7.40 a 44;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;65
10;1;2;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
70;2;1;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;8
30;1;2;4.25 a 29;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;6
34;1;2;8.De 45 y más;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
30;1;1;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;9
18;1;1;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;4
30;1;2;1.Menor de 15;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
70;1;2;2.15 a 19;2.22 a 23;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
18;2;1;3.20 a 24;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;3
22;2;1;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;8
14;1;2;7.40 a 44;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
62;1;1;3.20 a 24;8.Sin especificar;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
62;1;2;5.30 a 34;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;6
86;1;1;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;7
82;1;2;5.30 a 34;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;1
90;1;2;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;23
14;1;2;7.40 a 44;8.Sin especificar;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1
78;1;2;2.15 a 19;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;27
42;1;2;5.30 a 34;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;10
70;2;1;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;7
50;2;1;7.40 a 44;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
62;1;1;7.40 a 44;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
30;1;1;7.40 a 44;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;6
26;2;1;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;2
50;1;1;2.15 a 19;5.32 a 36;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
54;1;1;6.35 a 39;6.37 a 41;4.Sin especificar;1.Menos de 2500 gramos;1
70;2;1;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;7
62;1;1;7.40 a 44;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
62;1;2;4.25 a 29;6.37 a 41;4.Sin especificar;3.Sin especificar;1
06;2;1;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;19
50;1;2;6.35 a 39;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;40
18;1;1;3.20 a 24;1.Menos de 22;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;1
62;1;2;3.20 a 24;3.24 a 27;4.Sin especificar;1.Menos de 2500 gramos;3
86;1;1;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;15
66;1;2;4.25 a 29;8.Sin especificar;1.Hasta Primaria/C.EGB Completa;3.Sin especificar;1
50;1;2;4.25 a 29;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
66;1;1;3.20 a 24;6.37 a 41;4.Sin especificar;1.Menos de 2500 gramos;2
06;2;1;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;16
38;1;2;2.15 a 19;7.42 y más;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1
66;1;1;3.20 a 24;5.32 a 36;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;28
30;2;1;7.40 a 44;5.32 a 36;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
14;1;2;4.25 a 29;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;1262
66;1;2;4.25 a 29;8.Sin especificar;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;4
06;2;2;5.30 a 34;8.Sin especificar;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;3
18;1;1;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;15
06;1;2;6.35 a 39;3.24 a 27;3.Secundario/Polimodal Completa y más;3.Sin especificar;1
54;1;1;7.40 a 44;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
54;1;2;6.35 a 39;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;20
02;1;1;8.De 45 y más;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;80
26;1;1;3.20 a 24;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
46;1;1;3.20 a 24;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;7
06;1;2;7.40 a 44;4.28 a 31;4.Sin especificar;1.Menos de 2500 gramos;4
90;1;2;6.35 a 39;5.32 a 36;4.Sin especificar;1.Menos de 2500 gramos;1
90;1;1;8.De 45 y más;6.37 a 41;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;2
74;1;1;7.40 a 44;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;3
18;1;2;5.30 a 34;6.37 a 41;2.Secundaria/Polimodal Incompleta;1.Menos de 2500 gramos;1
70;1;2;3.20 a 24;3.24 a 27;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;2
70;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;701
62;1;2;2.15 a 19;6.37 a 41;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;1
22;1;1;7.40 a 44;5.32 a 36;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;8
14;1;1;4.25 a 29;5.32 a 36;2.Secundaria/Polimodal Incompleta;2.2500 gramos y más;42
22;1;1;5.30 a 34;8.Sin especificar;4.Sin especificar;3.Sin especificar;1
82;1;2;3.20 a 24;6.37 a 41;1.Hasta Primaria/C.EGB Completa;2.2500 gramos y más;1057
86;1;2;5.30 a 34;4.28 a 31;1.Hasta Primaria/C.EGB Completa;1.Menos de 2500 gramos;3
30;2;1;2.15 a 19;5.32 a 36;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;2
70;1;2;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;1.Menos de 2500 gramos;21
38;1;1;3.20 a 24;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;534
18;1;9;5.30 a 34;6.37 a 41;3.Secundario/Polimodal Completa y más;2.2500 gramos y más;1
06;1;9;6.35 a 39;6.37 a 41;3.Secundario/Polimodal Completa y más;3.Sin especificar;1
82;1;2;2.15 a 19;6.37 a 41;4.Sin especificar;2.2500 gramos y más;21
